preds,labels
화자 에스디(SD) 2100562: 김 김밥이 너무 비싸고 먹거리 김밥을 좋아하는데 엄청 비싸다.,"두 사람은 치킨, 요리 방송에 관한 대화를 했습니다. SD2100562의 남편은 외식과 보양식으로 장어를 선호하는데, 본인은 안 좋아한다고 말했습니다. 그리고 딸도 외식을 싫어해서, 치킨 배달을 일주일에 두 번씩 시킨다고 했습니다. 그런데 아들은 닭가슴살을 잘 먹고, 딸은 닭 날개를 좋아해서 닭 다리는 본인 차지라고 이야기했습니다. 한편 여성 방송 유튜버가 많이 먹는 것을 보고 놀랐고, 최근 들어 제이티비씨 등 요리 방송이 많아진 것 같다고 했습니다. 이 밖에 씨유나 쥐에스에 다양한 도시락이 있는데, 기대했던 것보다 맛있다고 말했습니다. SD2100561의 남편은 보양식을 선호하지만, 본인 입맛에는 안 맞아서 자주 해주지 않는다고 말했습니다. 그리고 가족 식성이 모두 달라 외식 메뉴 고르기도 어렵다고 했습니다. 또한 본인 자녀와 달리, SD2100562의 자녀들이 닭 다리를 안 좋아하는 것이 신기하다고 말했습니다. 한편 케이비에스의 요리 프로그램을 보고 반찬 준비할 때 도움을 받는다고 했습니다."
화자 에스디(SD)2100561:를 그렇게 해서 대리 만족하는 사람들이 많은 것 같다.,"두 사람은 여행, 코로나에 관한 대화를 했습니다. SD2100561은 코로나가 아직 있음에도 호주 여행이 재개됐다고 말했고, 코로나가 끝나면 유럽에 여행을 가고 싶다고 말했습니다. 그리고 몇 년 전에 여행으로 다녀온 울릉도와 독도가 인상에 남았다고 말했습니다. 또한 제주도 가족 여행을 다녀왔는데, 방문할 때마다 느낌이 다르다고 말했습니다. 한편 코로나 시기에도 여행 다니는 사람은 많다고 했습니다. 이 밖에 외국 여행이 제한된 상황에서 여행에 관한 매체로 대리 만족하는 것에 대해 긍정적이라고 말했습니다. SD2100562는 구체적인 휴가 계획은 없지만, 유럽 여행을 하고 싶다고 말했습니다. 그리고 과거에 했던 외도 여행이 기억에 남고, 최근 제주도 둘레길 조성이 잘 돼 있는 것 같다고 했습니다. 한편 코로나로 인해 외국 여행이 꺼려진다고 말했습니다. 이 밖에 여행에 관한 매체로 대리 만족을 느끼는 것도 나쁘지 않지만, 실제로 여행하는 것을 선호한다고 했습니다."
화자 에스디(SD)2100562:에 가서 짐 싸는 것도 그렇고 음식도 잘 안 맞는 게 까탈스러운 줄 몰랐는데 외국 음식도 안 맞을 수 있을 것 같아서 여러 가지로 나는 나중에 가게 되면 부담이 많이 되니 힘들 것 같다.,"두 사람은 유럽 여행 등에 관한 대화를 했습니다. SD2100561은 주변에 외국으로 여행을 다녀온 사람이 많아서 부럽기도 하고, 체력이 뒷받침될 때 유럽이나 미국을 관광하고 싶다고 말했습니다. 이를 위해 코로나가 끝나면 떠날 여행을 위해 경비를 저금해야 한다고 했습니다. 한편 국내 여행은 많이 해보았지만 거기서 거기라 더이상 별다른 감흥이 없고, 동남아 여행도 몇 개국을 다녀보았지만 더 이상 관심이 없다고 말했습니다. SD2100562는 유럽 여행은 도보 이동이 많아서, 다리 근육의 힘이나 건강이 중요하고, 유럽 국가로 떠나는 여행은 돈이 많이 든다고 했습니다. 또한 유럽은 화장실 이용이 불편한 데 비해, 우리나라는 화장실 문화가 잘 정비되어 있어 마음 편하게 여행할 수 있어 선호하고 국내 여행도 추천하고 싶다고 말했습니다. 화자 SD2100562는 여행 자체에 대해 여행 준비나 음식이 걱정되는 편이라고 이야기했습니다."
화자 에스디(SD) 2100565: 미식가 위주로 먹어본 사람들은 느낄 수 있다.,"두 사람은 도넛, 아이스크림에 관한 대화를 했습니다. SD2100566은 어제 던킨에서 초콜릿 도넛을 먹었는데, 초콜릿 시럽과 과자가 올려져 있어서 맛있었다고 말했고, 가격이 비싸서 망설였지만 1900원 정도여서 샀다고 했습니다. 그리고 베스킨라빈스에서 이상한 나라의 솜사탕을 제일 좋아한다고 말했고, 민트 초콜릿 맛은 싫어한다고 말했습니다. SD2100565는 던킨 도넛이 먹고 싶었지만, 가격이 부담되어서 참았다고 말했습니다. 그리고 샐러디의 재료가 싱싱하고 입맛에 맞는 것 같다고 했습니다. 또한 베스킨라빈스에서 아이스크림을 먹었는데, 엄마는 외계인을 가장 선호한다고 말했습니다. 한편 민트 초콜릿이 가장 맛있는 맛과 맛없는 맛 둘 다 1위로 뽑혔다며, 본인은 먹을 만하다고 했습니다."
화자 에스디(sd)2100566:는 짜장면을 빨갛게 해서 먹는 것과 비슷한 것 같다.,"두 사람은 칼국수 등 음식에 관한 대화를 했습니다. SD2100566은 썬데이 스낵에 갔을 때 떡볶이가 맛있었고, 수유시장에 쌀 떡볶이 단골 집이 있다고 말했습니다. 그리고 마라탕을 먹고 싶고, 푸주를 좋아한다고 했습니다. 한편 칼국수에 양념장을 넣으면 본연의 맛을 느낄 수 없고 국물이 탁해지는 게 싫다고 말했습니다. SD2100565는 강릉의 중앙 시장에서 칼국수와 김밥 등을 맛있게 먹었고, 가격도 저렴했다고 말했습니다. 그리고 썬데이 스낵의 떡볶이 소스가 감칠맛이 나고, 핫도그도 맛있다고 했습니다. 이 밖에 훠궈 음식점은 고기 무한 리필인 점이 마음에 든다고 말했습니다. 한편 칼국수를 먹을 때 양념장을 넣어서 먹는다고 말했습니다."
나중에 돈을 벌면 혼자 나가서 살면서 고양이를 키우려고 한다.,두 사람은 고양이에 관한 대화를 했습니다. SD2100566은 스터디 카페 주변에 사는 길고양이인 키치와 치즈에게 사료와 물을 함께 줘야겠다고 말했습니다. 길고양이가 많은 이유는 중성화 수술이 안 된 고양이들이 새끼를 많이 낳기 때문이라고 했습니다. 한편 SD2100565가 키우는 반려동물 두 마리가 서로를 가족으로 생각하는 것 같다고 말했습니다. 그리고 본인도 고양이를 기르고 싶다고 했습니다. SD2100565는 기르고 있는 반려동물 금동이가 밍크를 좋아한다고 말했습니다. 그리고 나중에 취직하면 독립해서 혼자 고양이를 키우고 싶다고 했습니다.
화자 에스디(SD) 2100566: 아니면 사후 처리가 많이 중요하다고 하자 요즘 그냥 버리는 사람도 많고 그냥 죽어가는 애들도 많으니 사후 처리가 많이 중요하다고 한다.,"두 사람은 동물 실험, 안락사에 관한 대화를 했습니다. SD2100565는 동물 애호가로서 토끼나 쥐 등 실험용 동물들이 가여워서, 동물 실험에 반대한다고 말했습니다. 한편 동물 병원비의 부담은 유기견 증가 원인 중 하나라고 했습니다. 이 밖에 안락사를 찬성하는 이유는 고통을 없애주고 싶기 때문이라고 말했습니다. 만약 반려동물이 죽으면 장례식을 해주고 싶다고 이야기했습니다. SD2100566은 동물 실험은 필요하지만, 오용되는 경우가 많아서, 이를 대체할 수 있는 기술이 있으면 좋겠다고 말했습니다. 한편 반려동물 안락사에 대해 찬성한다고 말했습니다. 유기견 수가 급증하는 데 비해, 수용 시설은 이미 포화 상태라고 했습니다. 그리고 외국은 반려동물 교육을 받아야 키울 수 있는데, 우리나라는 손쉽게 기를 수 있는 것이 문제라고 말했습니다."
화자 에스디(SD) 2100567: 현명하다고 하자 그렇게까지 꼭 해야 하는지 모르겠다고 한다.,"두 사람은 제사에 관한 대화를 했습니다. SD2100567은 아는 사람이 맏며느리인데, 제사도 많고 차릴 생선도 많아 곤란해하며 차례상에 사용될 은수저를 관리하는 데도 신경을 많이 쓴다고 했습니다. 그리고 경상도식 제사에 생선이 여러 가지 올라간다고 했습니다. 또한 친정에서는 생선을 튀겨서 고명 없이 냈다며, 가정마다 생선 요리 방식이 다른 것 같다고 말했습니다. 이 밖에 옛날 방식을 고수하는 제사는 준비 과정도 번거롭지만, 의복이나 제기까지 보관해야 해서 힘들다고 했습니다. SD2100568도 시아버지 첫 제사 때, 병어와 문어를 올렸는데, 이후로는 안 했다고 말했습니다. 그리고 친정 제사에 생선을 쪄서 고명을 얹은 후 올렸는데, 굽거나 찌거나 방법에 상관없이 제사 후 식은 음식은 맛이 없다고 했습니다. 또한 제사 방식은 지역마다 달라도 음식은 보통 며느리가 하므로 제사 부담을 줄이는 것이 현명하다고 말했습니다. 지인의 경우, 제사 때 옛날식 의복을 입고 상 차리는 방법도 까다롭다고 했습니다."
화자 에스디(SD)2100568:가 맞는다고 한다.,"두 사람은 명절 문제에 관한 대화를 했습니다. SD2100568은 제사를 거부하는 젊은 세대의 의견을 수용하며, 시대에 맞게 바뀌는 것이 옳다고 말했습니다. 그리고 명절 문제는 노동의 고단함도 있지만, 원만하지 못한 인간관계 때문이라고 했습니다. 그래서 이를 해결하는 것이 중요하다고 말했습니다. 또한 서로의 수고로움을 알아주는 역지사지해야 불편한 상황이 없다고 이야기했습니다. 이 밖에 제사, 생신 등 가족 행사가 일 년 내내 너무 많다면 타협해서 줄이는 게 현명하다고 했습니다. SD2100567은 지인의 20대 초반 큰아들이 부모에게 본인은 제사하지 않겠다고 선언했다고 말했습니다. 그리고 제사의 부담을 첫째만 감당하는 것은 불공평하다며, 작은아버지와 명절을 나눠서 하자고 제안했는데, 오히려 둘째 자녀가 싫어했다고 이야기했습니다."
화자 에스디(SD)가 2100569:이다.,"두 사람은 아이돌, 음악에 관한 대화를 했습니다. SD2100569는 화자 SD2100570에게 어떤 가수를 좋아하는지, 이유가 무엇인지 그리고 음악 스트리밍 사이트에서 어떤 노래를 즐겨 듣는지 물었습니다. 또 쇼미더머니에서 염따를 좋아해서 인스타를 팔로우하고 있다고 말했습니다. 그리고 오디션 방송에 출연했던 워너원의 팬이고, 그 중에 우식과 한승우를 좋아했었다고 말했습니다. SD2100570은 아이유가 노래가 발랄하고 본인 취향이라서 팬이 됐다고 말했습니다. 그리고 쇼미더머니에서 참가자들보다 심사위원들에게 관심이 있는데 염따가 심사를 재미있게 한다고 말했습니다. 또한 랩을 즐겨 듣는다며 기리보이의 엉망진창이라는 노래를 좋아한다고 했습니다. 이 밖에 워너원에서 강다니엘만 알고 있다고 말했습니다."
화자 에스디(SD)가 2100569:이다.,"두 사람은 춤, 노래, 드라마 오에스티에 관한 대화를 했습니다. SD2100569는 스트릿 우먼 파이터에서 아이키, 웨이비, 노제에 관심이 있다고 말했으며 방송을 보고 춤에 흥미가 생겨 배우고 싶다고 했습니다. 또한 가비가 안무했던 헤이마마를 즐겨듣는다고 말했습니다. 한편, 팝송 중에는 앤 마리의 노래를 선호하며 드라마 오에스티는 도깨비에서 크러쉬가 부른 노래가 인상적이었다고 했습니다. 이 밖에 무한도전 가요제에서 박명수와 제시카가 부른 냉면이 떠오른다고 말했습니다. SD2100570은 스트릿 우먼 파이터에서 이웃에 사는 아이키를 가장 좋아하는데, 춤에 재능있는 사람이 많은 것 같다고 말했으며 최근 가비에 관심이 생겨서 스우파를 보고 노래 헤이마마가 좋아졌다고 했습니다. 그리고 대중가요를 선호하는데 발라드 중에서는 윤종신 노래가 좋은 것 같다고 말했습니다. 이 밖에 드라마 시크릿 가든 오에스티를 한동안 즐겨 들었다고 했습니다."
바다를 보면 가슴이 뻥 뚫리는 느낌이 좋아서 바다 쪽을 더 찾는 것 같다.,"두 사람은 여행, 음식에 관한 대화를 했습니다. SD2100569는 SNS에 올라온 제주도 휴가를 간 사람들의 사진을 보고, 제주도 여행을 하고 싶다고 말했습니다. 예전에 제주도 시장에서 먹었던 고등어 회가 맛있었고, 그리고 친구랑 갔었던 우도에서 본 바다가 아름다웠고, 땅콩 아이스크림과 망고 주스가 맛있었다고 했습니다. 한편 나중에는 방어나 참돔 회와 같은 고급 회를 먹어보고 싶으며, 부산의 유명 먹거리인 돼지 국밥도 나중에 먹어보고 싶다고 말했습니다. SD2100570은 지난주에 제주도 관광을 다녀왔는데, 날씨와 경치가 완벽했다고 말했습니다. 새별 오름에 올라가서 멋진 경치를 촬영했고, 성산 일출봉은 인파 때문에 사진은 못 남겼다고 했습니다. 제주도에서는 딱새우와 망고 주스, 오렌지 주스가 맛있었고, 시간이 안 돼서 우도를 못 간 것이 미련이 남는다고 말했습니다. 한편 부산에서 먹었던 숭어 회와 맑은 국물을 가진 돼지 국밥이 기억에 남는다고 했습니다. 또한 해운대가 영화 장면과 비슷했고, 외국 관광객이 많아서 놀랐다고 말했습니다."
화자 에스디(SD)가 2100569:이다.,"두 사람은 여행에 관한 대화를 했습니다. SD2100570은 여수 여행에서 먹었던 갈치와 삼합이 맛있었다고 말했습니다. 그리고 순천을 처음 가 보았는데, 순천의 드라마 촬영지가 인상적이었다고 했습니다. 또 바다 도시인 포항을 안가봤기 때문에 상대방에게 휴가 때 포항에 함께 놀러 가자고 제안했습니다. SD2100569는 여수에서 먹은 갈치가 맛있었고, 해상 케이블카에서 음악 감상을 하며, 야경을 즐겼던 추억이 생각난다고 말했습니다. 그리고 동물원, 꽃밭, 호수 등이 있었던 순천의 생태 습지 공원도 인상적이었고, 처음 먹어본 마늘 통닭이 특이했다고 했습니다. 나중에 포항 드라마 촬영지로 알려진 손바닥 동상을 보러 가고 싶다며, 상대방에게 렌터카를 빌려 해안 도로를 운전하며 기분 전환하자고 말했습니다."
화자 에스디(SD) 210078:라서 그렇다.,"두 사람은 코로나, 설날, 반찬에 관한 대화를 했습니다. SD2100717은 코로나 시기에 가족들이 못 모였었는데 이번 신정에 인원 수가 많은 가족 모임을 해도 되는지 걱정했습니다. 그리고 SD2100718에게 성묘한 후에 시댁에서 하룻밤 자고, 다음날 함께 예배하자고 말했습니다. 또한 요즘 반찬 거리가 마땅하지 않아 시아버지께 드릴 반찬이 고민이라며, SD2100718과 함께 김치를 담그기로 했습니다. SD2100718은 명절 가족 모임과 관련해 서울에 있는 가족들의 의견을 물어봐서 정해야 한다고 말했습니다. 그리고 코로나 상황이 전보다 나아져서 규제가 많이 풀어졌기에 설에 모여도 될 것 같다고 했습니다. 또한 이번에도 구정 설날이 아닌 신정에는 가족들을 만나고 성묘도 갈 수 있을 것 같다며, 코로나 기간 못 만났던 가족들과 모임을 가질 생각에 설렌다고 말했습니다. 한편 아픈 새언니를 대신해서 음식을 해가자고 SD2100717에게 제안하며, 해물이나 콩나물국 등 아버지가 선호하는 반찬을 준비하면 된다고 했습니다."
화자 에스디(SD)가 210077:이다.,"두 사람은 카페에 관한 대화를 했습니다. SD2100718은 명절 다음날 가족 모두 공원 등 나들이하자고 하며 카페에서 담소를 나누면서 식구들 근황을 알아보면 좋겠다고 했습니다. 한편 조카가 개업한 카페에 손님이 많아 다행이라고 말하며 달걀 흰자로 만든 과자가 입맛에 맞았다고 말했습니다. 또한 가게 발전을 위해 개선점을 알려주자고 SD2100717에게 이야기했습니다. SD2100717은 가족들이 집 안에서 시간을 보내는 것보다 바깥 활동을 하는 것에 찬성한다고 했습니다. 한편, 카페 정보를 에스엔에스에 올리면 도움이 될 것 같다고 말했습니다. 드립 커피는 훌륭했지만, 스콘이 뻑뻑하고 단맛이 없어 별로였다고 했습니다. 다만 기분이 상할까 봐 말하지 못했다고 이야기했습니다."
화자 에스디(SD)2100571:그램이 아쉽다.,"두 사람은 해외여행과 마사지에 관한 대화를 했습니다. SD2100571은 태국을 고향으로 생각할 정도로 선호하는 여행지라고 말했으며 태국 관광했을 때, 매일 여러 번 마사지를 받았는데, 비용은 길거리 가게는 한 시간에 1,000원 내외, 전문 숍은 5천원 내외, 호텔은 6만 원 정도 했다고 이야기했습니다. 한편 베트남에서 마사지를 받았을 때 현지에 나이가 어려보이는 남자 직원들이 본인을 누나라고 불렀던 재밌는 경험이 있었다고 말했습니다. 이 밖에 일본의 추라우미 수족관을 방문해서, 고래상어를 보고 싶다고 이야기했습니다. SD2100572는 국내도 좋지만, 해외여행을 하고 싶으며 태국을 가장 가고 싶다고 말했습니다. 이와 관련하여 화자 SD2100571에게 태국에서의 마사지 경험을 묻기도 하였습니다. 한편, 싱가포르의 길거리 마사지 가게에서 한 시간에 약 2만 원을 내고 마사지를 받은 경험이 있다고 했습니다. 이 밖에 코로나가 완화되면, 여행 가기 좋은 일본에 가서 우동과 초밥을 먹고 싶다고 말했습니다."
화자 에스디(SD)2100572: 좋게 말해서 그런 거 아니냐고 한다.,"두 사람은 여행 스타일에 관한 대화를 했습니다. SD2100572는 남자 친구끼리는 여행 스타일이 달라도 각자 시간을 보내는데, 여자 친구들은 사이가 나빠져서 돌아오는 것 같다고 말했습니다. 그리고 여행을 함께 다녀와야, 서로의 성향을 알 수 있다고 했습니다. 또한 서로 취향이 다를 수 있지만, 한 명이 신경질을 내면 다툼이 시작된다고 말했습니다. SD2100571은 대학 동창 중에 여행 스타일이 잘 맞는 친구가 있지만, 베트남 여행을 함께 했던 친구와는 어색한 사이가 됐다고 말했습니다. 초중고를 같이 나온 절친이었는데, 친구의 배려 없는 행동을 보고 실망했다고 이야기했으며 특히, 숙소와 아침 식사 문제가 컸다고 말했습니다."
화자 에스디(SD) 2100573:이다.,"두 화자는 여행 휴가지에 관해 이야기했습니다. 화자 SD2110574는 SD2100573에게 휴가지로 하와이와 샌프란시스코 중에 고르고 싶은 곳이 있는지 물었으며 하와이는 스노클링도 할 수 있고 맛있는 음식도 많다고 덧붙였습니다. 특히 최근 하와이에서 스노클링하면서 물고기와 거북이도 봤는데 너무 재밌었다며 예전에 하나우마베이에 갔을 때는 무서워서 스노클링을 못했지만 이번에 갔을 때는 너무 좋았다고 말했습니다. 또 일하고 있는 회사에서 할인 받아서 숙소도 제공해 줄 수 있다며 꼭 왔으면 좋겠다고 말한 한편 샌프란시스코에 온다면 지난번에 가지 못했던 굴 농장에 가서 굴을 먹자고 제안했습니다. 화자 SD2100573은 하와이와 샌프란시스코 둘 다 좋지만, 하와이를 더 가고 싶다고 말하며 제주도에서 스쿠버 다이빙이 자격증을 딸 예정이라 하와이에서 즐길 수 있을 것 같다고 덧붙였습니다. 그리고 샌프란시스코에서 와인과 굴을 먹었던 것이 가장 기억에 남는다고 이야기했습니다."
화자 에스디(SD)210574:라서 그런 승마를 배울 때 같이 껴서 했으면 좋았을 뻔했다.,두 화자는 엄마와 함께 가는 제주도 여행에 관해 이야기했습니다. 두 화자는 오후 3시 비행기를 타고 제주도에 도착해 저녁을 먹고 다음 날 엄마가 섭외한 사진 작가와 함께 제주도 야외 예쁜 장소들을 돌아다니며 사진을 찍는다고 이야기했습니다. 화자 SD2110574는 제주도에 가면 꼭 먹고 싶은 음식이 있었는데 엄마가 미리 식당을 예약해 놓아서 아쉽다고 했으며 화자 SD2100573도 엄마의 모든 일정에 참여하는 것이 싫다고 이야기했으며 제주도에 가면 승마를 하고 싶다고 말했습니다.
화자 에스디(SD)가 2100576:이다.,이 대화에서 두 화자는 축의금과 부조금의 적정 기준에 대한 고민을 공유했습니다. SD2100575는 부모님끼리 서로 이미 알고 있는 가까운 지인이 결혼식에 초대했을 때 축의금으로 5만원을 준비한 적이 있다고 이야기하면서 최근 많은 사람들 사이에서 형성된 축의금의 적정 기준은 5만원 선이지만 실제로 1년에 몇 번만 보는 사이의 지인의 결혼식에 참여할 때는 금액의 적정 기준을 알 수 없다며 고민이라고 답했습니다. 또한 나이를 먹으면서 결혼식을 여는 지인들이 많아지고 있는 만큼 축의금 지출에 대한 부담도 무시할 수 없는 부분이라고 설명했습니다. SD2100576은 과거 3만원부터 시작했던 결혼식 축의금이 현재는 친하지 않는 지인 사이에서도 기본 5만원 선으로 적정 기준이 변경된 것과는 달리 장례식 부조금의 경우 사람들 사이에서 통용되는 기준이 없다는 점이 고민이라고 답했습니다. 또 결혼식 축의금을 여러 명이 준비할 경우 딱 떨어지게 준비하는 것 같다고도 이야기했습니다.
화자 에스디(SD)2100576:로 일단 10년 더 있다가 결정하면 될 것 같다.,이 대화에서 두 화자는 결혼식에 대한 로망 및 최근 알게 된 결혼식 관련 문화에 대한 이야기를 나눴습니다. SD2100575는 서울에 있는 화려한 예식장이나 야외에서 결혼식을 올리는 것이 로망이고 지방과 서울의 피로연 문화가 다른 점과 더불어 주례를 구하는 것은 신랑 측의 몫이라는 관행을 알게 되었다고 답했습니다. SD2100576은 결혼식에 대한 중요성에 공감하지 못하기 때문에 결혼식 관련 희망 사항은 없고 첫째 자녀의 경우 본가에서 식을 올리는 것이 전통적인 관행이라고 설명했습니다.
화자 에스디2100580(SD2100580)이 처음에 들어왔을 때는 임상 쪽을 생각했다가 마지막에는 이제 범죄 분석관이라서 프로파일러가 있고 이제는 심리학 졸업을 하고 나서 사회학 졸업을 하면 지원할 수 있는데 이것을 공부를 시작하려고 하다가 한 번 이제 프로파일러 초청 강의로 왔다.,"두 화자는 대화에서 장래 희망 및 진로 고민의 변화에 대해 말했습니다. SD2100579는 어렸을 때 판사나 공무원, 경찰 등 사람들이 보기에 멋있다고 느끼거나 부모가 희망하는 판검사 같은 직업과 관련된 장래 희망을 가졌고 고등학교 재학 당시에는 진로 고민보다 대학 입학을 위한 성적 관리와 공부에 더욱 힘썼으며 대학교에 입학한 이후부터 장래 희망이나 진로에 대해 보다 더 명확하게 생각하기 시작했다고 이야기했습니다. 또한 원자력 관련 학과에 진학한 후 우연한 기회로 원자력 발전소 견학을 가게 되면서 전기에 대한 깊은 흥미를 느끼고 이것이 곧 인생의 전환점이 되었다고 말했습니다. SD2100580은 어렸을 때 부모의 직업 영향을 받아 공무원이나 판사가 되고 싶었으나 중학교 때 접했던 농구 이후에 주체적인 삶에 대해 생각하게 되면서 중, 고등학교 이후부터는 화자 스스로가 원하는 방향으로 장래 희망이나 진로를 보다 더 현실적으로 설계하게 되었다고 이야기하며 농구 선수, 심리학과 진학 등 부모의 의견과 일치하지 않는 화자의 희망 사항으로 인해 부모와 잦은 다툼을 하기도 했다고 설명했습니다. 그리고 심리학과 진학 이후 임상, 프로파일러, 상담 등 여러 분야의 직업을 고려했으나 프로파일러 초청 강연에 참석하게 되면서 프로파일러의 실상과 현실에 대해 깨닫게 되었고 이후 프로파일러라는 직업에 대한 흥미를 잃게 되었다고 말했습니다."
화자 에스디(SD) 2100579: 부분은 당연히 바꿔야 되고 필수적으로 바꿔야 되는 부분이다.,"두 화자는 이 대화에서 앞으로의 진로에 대한 고민을 공유했습니다. SD2100580은 심리학 관련 임상 분야에서 일하기 위해서는 석사 이상의 학력과 2년 이상의 실습 기간이라는 최소 조건을 충족해야 하지만, 그 조건을 충족시키기 위해 시간과 노력을 들일 만한 가치가 있는 일인지 확신할 수 없는 점이 고민이라고 말했습니다. SD2100579는 전기 관련 연구소에 취업하기 위해 대학원 진학을 희망했으나 학비를 충당할 수 있는 충분한 경제력이 갖춰져 있지 않다고 말했고, 부모 또한 졸업 이후 곧바로 취업해서 하루 빨리 자리를 잡는 것을 희망했다고 말했습니다. 그래서 현재는 전기 관련 회사에 취업하여 관리자 자리에 오르는 것을 목표로 삼게 되었다고 말했습니다."
6개월 뒤에 하는 걸로 하고 우선 건강을 먼저 챙기고 건강을 먼저 챙기자고 한다.,"이 대화에서 화자들은 운동과 다이어트에 대한 이야기를 나눴습니다. SD2100579는 요가 매트와 유튜브를 이용하여 어디서든 쉽게 할 수 있고 타바타보다 칼로리 소모에 효과적인 홈트레이닝을 하고 있다고 이야기하며 교대 근무로 인한 불규칙적인 생활 패턴 때문에 집에서 하는 운동이 꼭 맞는 운동이라고 답했습니다. 또한 저녁 식사 메뉴에는 반드시 닭가슴살을 포함하도록 관리하고 있으며 영양 부족 방지, 수면장애 개선을 위해 유산균과 오메가3, 마그네슘 등을 먹으면서 운동과 영양제를 같이 진행하고 있다고 설명했습니다. 또 특히 수면 장애 개선을 위해 운동은 필수라고도 이야기했습니다.  SD2100580은 발 때문에 집 근처의 공원에서 산책을 하거나 유튜브 영상을 보고 따라하는 간단한 운동을 하고 있고 저녁에는 다이어트를 제대로 진행하기 위해 식이요법으로 야채와 닭가슴살, 아침과 점심은 간단한 과일이나 일반적인 메뉴로 식단을 관리하고 있다고 답했습니다. 또한 유산균, 프로폴리스, 멀티비타민 등 여러 종류의 영양제 또한 섭취하고 있다고 말했습니다."
화자 에스디(SD)가 2100579:이다.,이 대화에서 화자들은 마라톤 대회 준비 경험에 대한 이야기를 나눴습니다. SD2100579는 여름에 열리는 마라톤 대회에 참가하기 위해 그 해 봄부터 마라톤 훈련을 진행했으나 피로 누적으로 훈련 도중 극심한 종아리 통증을 경험하게 되면서 마라톤 대회 참가 신청을 취소해야 했다고 답했습니다. 그러면서 마라톤을 운동으로 선택한 이유는 체중 감량을 넘어서 스스로의 한계에 도전하고 성취감을 느낄 수 있어서라며 나중에 마라톤 대회에 꼭 참여해보고 싶다는 의지를 밝혔습니다. SD2100580은 체중 감량을 위해 달리기 운동을 시작하게 되면서 단순한 체중 감량보다는 운동을 통한 희열과 성취감을 느낄 수 있었기에 더 큰 경험에 대한 열망으로 마라톤 대회 참가를 꿈꾸게 되었다고 이야기하며 현재로서는 부상 회복에 집중한 뒤 6개월 정도 뒤에 컨디션이 정상 궤도로 회복하게 된다면 5킬로미터에서 10킬로미터 코스의 마라톤 준비에 매진할 계획이라고 답했습니다.
화자 에스디(SD)2100581이 애플파이를 먹는 식감이라 신선했지만 약간 먹어본 식감이어서 굉장히 맛있었던 것 같다.,"두 화자는 이 대화에서 좋아하는 음식에 대해 말했습니다. SD2100581은 학교 인근의 삼겹살 전문점에서 먹었던 철판 고기 구이와 야채 반찬들, 호프 집의 치즈 닭 강정, 엽기 떡볶이의 로제 떡볶이와 주먹밥이 특히 만족스러웠다고 말했습니다. 또 최근에는 밤 토핑을 넣은 식빵이나 버터와 마늘의 풍미가 살아있는 마늘 빵이 가장 좋아하는 음식이 되었다고 말했습니다. 또 화자 SD2100582에게 샐러디에서 음식을 먹어본 적이 있는지 물었습니다. SD2100582는 학교 인근에 위치한 호프 집에서 판매하는 계란 탕과 치즈 닭 강정, 상대 화자의 집 근처에 있는 계란말이와 순살 닭 볶음 탕, 샐러디의 샐러드 메뉴 등 그동안 방문했던 음식점 중 가장 만족스러웠던 메뉴들에 대해 말했습니다. 그리고 이 중 가장 좋아하는 음식은 떡볶이라고 말했고, 학교 근처의 모든 떡볶이 전문점에 방문해보고 싶다고 말했습니다."
화자 에스디(SD) 2100582:가 좋다고 한다.,"두 화자는 이 대화에서 최근 만족스럽게 먹은 음식과 음료에 대해 말했습니다. SD2100582는 롯데리아의 햄버거와 토네이도라는 이름의 아이스크림이 맛있었다고 이야기했습니다. 또 과일 음료 전문점의 주스, 한 카페의 수박 주스 등을 최근에 매우 만족스럽게 먹었다고 하면서 SD2100581에게도 같이 마셔보자고 권했습니다. SD2100581은 학교 인근의 파스타 전문점에서 먹은 소시지를 추가한 매콤한 까르보나라를 맛있는 음식으로 이야기했으며, 최근에는 음료에 관심이 많아져 버블 티와 커피, 딸기를 갈아 넣은 우유를 마셨다고 말했습니다. "
고양이는 털이 굉장히 많이 빠지고 스크래치도 많이 한다.,이 대화에서 두 화자는 좋아하는 반려 동물과 반려 동물 입양에 대한 이야기를 나눴습니다. SD2100582는 강아지를 매우 좋아했으나 현재는 고양이를 더 좋아하는 편이라고 이야기하며 고양이를 좋아하는 마음과는 별개로 털이 심하게 많이 빠지고 가구나 물품 등을 긁는 고양이의 특성과 더불어 외로움을 느끼지 않도록 충분히 관리하며 책임질 수 있는지 확신이 없다는 점에서 쉽사리 입양을 할 수 없는 입장이라고 답했습니다. 또한 지금까지 입양한 경험이 있는 동물로 장수풍뎅이와 비글 종류의 강아지가 있다고 설명했습니다. SD2100581은 강아지보다 고양이를 더 좋아하지만 실제 입양을 해서 키워보고 싶은 반려 동물로는 강아지나 고양이와 비교했을 때 관리가 훨씬 더 수월한 물고기라고 답했습니다.
